"","ID","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"1",1,0,0.0268891930580139,0.0232719138264656,0.0224669694900513,0.491410160064697,1.44192171096802,1.16576013565063,0.822347068786621,0.527195596694946,0.276737761497498,0,0.0292582035064697
"2",2,0,0.0187800779938698,0.0199071124196053,0.0184106513857842,0.320042443275452,1.23292255401611,0.849794387817383,0.988617038726807,0.385224390029907,0.192695844173431,0,0.0474930256605148
"3",3,0.0188214972615242,0.0183136910200119,0.0298538118600845,0.0185063034296036,0.424781942367554,0.959637069702148,1.06073589324951,1.03837833404541,0.707103252410889,0.225152850151062,0,0.0323624432086945
"4",4,0.0167923882603645,0.0279118895530701,0.0241951838135719,0.0264007449150085,0.627626991271973,1.34405927658081,1.14033985137939,0.860676383972168,0.475023937225342,0.25546669960022,0,0.0396907061338425
"5",5,0,0.0206534340977669,0.0229305148124695,0.0169535785913467,0.355770611763001,1.23199758529663,0.982096195220947,0.991484928131104,0.480948686599731,0.180411779880524,0,0.0248771116137505
"6",6,0,0.0278802961111069,0.0243563815951347,0.027714678645134,0.595223188400269,1.3355902671814,1.13811635971069,0.836665153503418,0.479755687713623,0.264681172370911,0,0.0350564867258072
"7",7,0,0.0187800779938698,0.0199071124196053,0.0184106513857842,0.320042443275452,1.23292255401611,0.849794387817383,0.988617038726807,0.385224390029907,0.192695844173431,0,0.0474930256605148
"8",8,0.0188214972615242,0.0183136910200119,0.0298538118600845,0.0185063034296036,0.424781942367554,0.959637069702148,1.06073589324951,1.03837833404541,0.707103252410889,0.225152850151062,0,0.0323624432086945
"9",9,0.0267894834280014,0.0195921644568443,0.0482917457818985,0.130087769031525,1.3547830581665,1.42860355377197,1.56190710067749,1.49093856811523,0.701420593261719,0.79627366065979,0,0.0331889241933823
"10",10,0.0188861265778542,0,0.02336106300354,0.018048183619976,0.327007913589478,1.09990005493164,1.03849458694458,1.05433263778687,0.400256824493408,0.198478484153748,0,0.0398507714271545
"11",11,0.0168816536664963,0.0225269302725792,0.0328826576471329,0.0937918245792389,0.927595806121826,1.1619966506958,1.19292345046997,1.26243858337402,0.567000484466553,0.66804838180542,0,0.0151460215449333
"12",12,0.0188214972615242,0.0183136910200119,0.0298538118600845,0.0185063034296036,0.424781942367554,0.959637069702148,1.06073589324951,1.03837833404541,0.707103252410889,0.225152850151062,0,0.0323624432086945
"13",13,0.019837898015976,0,0.020024012029171,0.0181728228926659,0.215296125411987,1.22070970535278,0.934843349456787,1.1280237197876,0.385155630111694,0.166552448272705,0,0.0409024208784103
"14",14,0.0188214972615242,0.0183136910200119,0.0298538118600845,0.0185063034296036,0.424781942367554,0.959637069702148,1.06073589324951,1.03837833404541,0.707103252410889,0.225152850151062,0,0.0323624432086945
"15",15,0.0165028035640717,0.0239820644259453,0.0407167851924896,0.0678224205970764,1.04854135513306,1.48988332748413,1.06028051376343,0.971415615081787,0.647215270996094,0.543939113616943,0,0.0357365012168884
"16",16,0.0170507237315178,0.026978400349617,0.0519621729850769,0.0922945737838745,1.11141166687012,1.59112110137939,1.21034345626831,1.01813793182373,0.596832990646362,0.546704387664795,0,0.0392537891864777
"17",17,0.019837898015976,0,0.020024012029171,0.0181728228926659,0.215296125411987,1.22070970535278,0.934843349456787,1.1280237197876,0.385155630111694,0.166552448272705,0,0.0409024208784103
"18",18,0.0168816536664963,0.0225269302725792,0.0328826576471329,0.0937918245792389,0.927595806121826,1.1619966506958,1.19292345046997,1.26243858337402,0.567000484466553,0.66804838180542,0,0.0151460215449333
"19",19,0.019837898015976,0,0.020024012029171,0.0181728228926659,0.215296125411987,1.22070970535278,0.934843349456787,1.1280237197876,0.385155630111694,0.166552448272705,0,0.0409024208784103
"20",20,0.0175534144043922,0.022704117000103,0.0321935594081879,0.0976783156394959,0.974835205078125,1.11418952941895,1.11210432052612,1.30730056762695,0.521180772781372,0.633253002166748,0,0.0141652941703796
"21",21,0.025483113527298,0.0261076390743256,0.0437893837690353,0.0878459393978119,1.26611604690552,1.65438137054443,1.27686500549316,1.08625936508179,0.547493553161621,0.544485807418823,0,0.0401714235544205
"22",22,0.025483113527298,0.0261076390743256,0.0437893837690353,0.0878459393978119,1.26611604690552,1.65438137054443,1.27686500549316,1.08625936508179,0.547493553161621,0.544485807418823,0,0.0401714235544205
"23",23,0.0267894834280014,0.0195921644568443,0.0482917457818985,0.130087769031525,1.3547830581665,1.42860355377197,1.56190710067749,1.49093856811523,0.701420593261719,0.79627366065979,0,0.0331889241933823
"24",24,0.0267894834280014,0.0195921644568443,0.0482917457818985,0.130087769031525,1.3547830581665,1.42860355377197,1.56190710067749,1.49093856811523,0.701420593261719,0.79627366065979,0,0.0331889241933823
"25",25,0.0167872294783592,0.0226286292076111,0.0225006371736527,0.0194158598780632,0.376061224937439,1.31018018722534,0.960407257080078,0.939253234863281,0.455662536621094,0.185114443302155,0,0.0334826767444611
"26",26,0.0267894834280014,0.0195921644568443,0.0482917457818985,0.130087769031525,1.3547830581665,1.42860355377197,1.56190710067749,1.49093856811523,0.701420593261719,0.79627366065979,0,0.0331889241933823
"27",27,0.01617211997509,0.0269898504018784,0.0326159179210663,0.0854498267173767,1.05098247528076,1.4811577796936,1.1145697593689,1.00869703292847,0.570978307723999,0.507722187042236,0,0.0393450051546097
"28",28,0,0.0187800779938698,0.0199071124196053,0.0184106513857842,0.320042443275452,1.23292255401611,0.849794387817383,0.988617038726807,0.385224390029907,0.192695844173431,0,0.0474930256605148
